season,school_mascot,head_coach,first_season,offensive_coordinators,defensive_coordinators,source_title,source_revid
2011,San José State Spartans,Mike MacIntyre,2010,John DeFilippo,Kent Baer,2011 San Jose State Spartans football team,1330397032
2011,South Carolina Gamecocks,Steve Spurrier,2005,,Ellis Johnson,2011 South Carolina Gamecocks football team,1370674392
2011,South Florida Bulls,Skip Holtz,2010,Todd Fitch,Mark Snyder,2011 South Florida Bulls football team,1339789563
2011,Southern Miss Golden Eagles,Larry Fedora,2008,Blake Anderson,Dan Disch / David Duggan,2011 Southern Miss Golden Eagles football team,1339789589
2011,Stanford Cardinal,David Shaw,2011,Pep Hamilton,Derek Mason / Jason Tarver,2011 Stanford Cardinal football team,1366426832
2011,Syracuse Orange,Doug Marrone,2009,Nathaniel Hackett,Scott Shafer,2011 Syracuse Orange football team,1336460920
2011,TCU Horned Frogs,Gary Patterson,2001,Jarrett Anderson / Justin Fuente,Dick Bumpas,2011 TCU Horned Frogs football team,1370682034
2011,Temple Owls,Steve Addazio,2011,Scot Loeffler,Chuck Heater,2011 Temple Owls football team,1339789622
2011,Tennessee Volunteers,Derek Dooley,2010,Jim Chaney,Justin Wilcox,2011 Tennessee Volunteers football team,1371595844
2011,Texas A&M Aggies,Mike Sherman,2008,,Tim DeRuyter,2011 Texas A&M Aggies football team,1346294672
2011,Texas Longhorns,Mack Brown,1998,Major Applewhite / Bryan Harsin,Manny Diaz,2011 Texas Longhorns football team,1370684501
2011,Texas Tech Red Raiders,Tommy Tuberville,2010,Neal Brown,Chad Glasgow,2011 Texas Tech Red Raiders football team,1375060415
2011,Toledo Rockets,Tim Beckman Matt Campbell,,Matt Campbell,Mike Ward / Paul Nichols,2011 Toledo Rockets football team,1339789704
2011,Troy Trojans,Larry Blakeney,1991,Kenny Edenfield,Jeremy Rowell,2011 Troy Trojans football team,1339789724
2011,Tulane Green Wave,Bob Toledo,2007,Greg Davis Jr. / Mark Hutson,Steve Stanard,2011 Tulane Green Wave football team,1356599176
2011,Tulsa Golden Hurricane,Bill Blankenship,2011,Greg Peterson,Brent Guy,2011 Tulsa Golden Hurricane football team,1339789747
2011,UAB Blazers,Neil Callaway,2007,Kim Helton,Tommy West,2011 UAB Blazers football team,1339789755
2011,UCF Knights,George O'Leary,2004,Charlie Taaffe,John Skladany,2011 UCF Knights football team,1368547740
2011,UCLA Bruins,Rick Neuheisel,2008,Mike Johnson,Joe Tresey,2011 UCLA Bruins football team,1370205171
2011,UConn Huskies,Paul Pasqualoni,2011,George DeLeone,Don Brown,2011 Connecticut Huskies football team,1370445747
2011,UL Monroe Warhawks,Todd Berry,2010,Steve Farmer,Troy Reffett,2011 Louisiana–Monroe Warhawks football team,1339781177
2011,UNLV Rebels,Bobby Hauck,2010,Rob Phenicie,Kraig Paulson,2011 UNLV Rebels football team,1339789807
2011,USC Trojans,Lane Kiffin,2010,Kennedy Polamalu,Ed Orgeron,2011 USC Trojans football team,1339228933
2011,UTEP Miners,Mike Price,2004,Bob Connelly,Andre Patterson,2011 UTEP Miners football team,1339789817
2011,Utah State Aggies,Gary Andersen,2009,Dave Baldwin,,2011 Utah State Aggies football team,1339789852
2011,Utah Utes,Kyle Whittingham,2005,Norm Chow,Kalani Sitake,2011 Utah Utes football team,1339789863
2011,Vanderbilt Commodores,James Franklin,2011,John Donovan,Bob Shoop / Brent Pry,2011 Vanderbilt Commodores football team,1339789880
2011,Virginia Cavaliers,Mike London,2010,Bill Lazor,Jim Reid,2011 Virginia Cavaliers football team,1339789896
2011,Virginia Tech Hokies,Frank Beamer,1987,Bryan Stinespring,Bud Foster,2011 Virginia Tech Hokies football team,1339789906
2011,Wake Forest Demon Deacons,Jim Grobe,2001,Steed Lobotzke,Tim Billings / Brian Knorr,2011 Wake Forest Demon Deacons football team,1336289361
2011,Washington Huskies,Steve Sarkisian,2009,Doug Nussmeier,Nick Holt,2011 Washington Huskies football team,1339789927
2011,Washington State Cougars,Paul Wulff,2008,Todd Sturdy,Chris Ball,2011 Washington State Cougars football team,1339789939
2011,West Virginia Mountaineers,Dana Holgorsen,2011,,Jeff Casteel,2011 West Virginia Mountaineers football team,1370726362
2011,Western Kentucky Hilltoppers,Willie Taggart,2010,Zach Azzanni,Lance Guidry,2011 Western Kentucky Hilltoppers football team,1339789970
2011,Western Michigan Broncos,Bill Cubit,2005,,Dave Cohen,2011 Western Michigan Broncos football team,1339789982
2011,Wisconsin Badgers,Bret Bielema,2006,Paul Chryst,Chris Ash / Charlie Partridge,2011 Wisconsin Badgers football team,1365808213
2011,Wyoming Cowboys,Dave Christensen,2009,Gregg Brandon,Marty English,2011 Wyoming Cowboys football team,1339027633
2012,Air Force Falcons,Troy Calhoun,2007,Clay Hendrix / Blane Morgan / Mike Thiessen,Charlton Warren / Steve Russ,2012 Air Force Falcons football team,1330389006
2012,Akron Zips,Terry Bowden,2012,,Chuck Amato,2012 Akron Zips football team,1367409361
2012,Alabama Crimson Tide,Nick Saban,2007,Doug Nussmeier,Kirby Smart,2012 Alabama Crimson Tide football team,1370897813
2012,Arizona State Sun Devils,Todd Graham,2012,Mike Norvell,Paul Randolph / Ron West,2012 Arizona State Sun Devils football team,1339790117
2012,Arizona Wildcats,Rich Rodriguez,2012,Calvin Magee / Rod Smith,Jeff Casteel,2012 Arizona Wildcats football team,1339129468
2012,Arkansas Razorbacks,John L. Smith,2012,Paul Petrino,Paul Haynes,2012 Arkansas Razorbacks football team,1339790127
2012,Arkansas State Red Wolves,Gus Malzahn,2012,Rhett Lashlee,John Thompson,2012 Arkansas State Red Wolves football team,1334326315
2012,Army Black Knights,Rich Ellerson,2009,Ian Shields,Payam Saadat / Chris Smeland,2012 Army Black Knights football team,1339790147
2012,Auburn Tigers,Gene Chizik,2009,Scot Loeffler,Brian VanGorder,2012 Auburn Tigers football team,1337873270
2012,BYU Cougars,Bronco Mendenhall,2005,Brandon Doman,,2012 BYU Cougars football team,1339133468
2012,Ball State Cardinals,Pete Lembo,2011,Rich Skrosky,Jay Bateman,2012 Ball State Cardinals football team,1339790165
2012,Baylor Bears,Art Briles,2008,Randy Clements / Philip Montgomery,Phil Bennett,2012 Baylor Bears football team,1370920847
2012,Boise State Broncos,Chris Petersen,2006,Robert Prince,Pete Kwiatkowski,2012 Boise State Broncos football team,1338870696
2012,Boston College Eagles,Frank Spaziani,2009,Doug Martin,Bill McGovern,2012 Boston College Eagles football team,1356587433
2012,Bowling Green Falcons,Dave Clawson,2009,Warren Ruggiero,Mike Elko,2012 Bowling Green Falcons football team,1366379035
2012,Buffalo Bulls,Jeff Quinn,2010,Alex Wood,Lou Tepper,2012 Buffalo Bulls football team,1347812540
2012,California Golden Bears,Jeff Tedford,2002,Jim Michalczik,Clancy Pendergast,2012 California Golden Bears football team,1365809253
2012,Central Michigan Chippewas,Dan Enos,2010,Mike Cummings,Joe Tumpkin,2012 Central Michigan Chippewas football team,1367674447
2012,Cincinnati Bearcats,Butch Jones,2010,Mike Bajakian,John Jancek,2012 Cincinnati Bearcats football team,1339790304
2012,Clemson Tigers,Dabo Swinney,2009,Chad Morris,Brent Venables / Charlie Harbison,2012 Clemson Tigers football team,1369016568
2012,Colorado Buffaloes,Jon Embree,2011,Eric Bieniemy,Greg Brown,2012 Colorado Buffaloes football team,1367510607
2012,Colorado State Rams,Jim McElwain,2012,Dave Baldwin,Marty English / Al Simmons,2012 Colorado State Rams football team,1330375780
2012,Duke Blue Devils,David Cutcliffe,2008,Kurt Roper,Jim Knowles,2012 Duke Blue Devils football team,1335923657
2012,East Carolina Pirates,Ruffin McNeill,2010,Lincoln Riley,Brian Mitchell,2012 East Carolina Pirates football team,1339790354
2012,Eastern Michigan Eagles,Ron English,2009,Ken Karcher,Phil Snow,2012 Eastern Michigan Eagles football team,1365697140
2012,Florida Atlantic Owls,Carl Pelini,2012,Brian Wright,Pete Rekstis,2012 Florida Atlantic Owls football team,1339790428
2012,Florida Gators,Will Muschamp,2011,Brent Pease,Dan Quinn,2012 Florida Gators football team,1339790439
2012,Florida International Panthers,Mario Cristobal,2007,Tim Cramsey,Todd Orlando,2012 FIU Panthers football team,1339790405
2012,Florida State Seminoles,Jimbo Fisher,2010,James Coley,Mark Stoops / D. J. Eliot,2012 Florida State Seminoles football team,1371021570
2012,Fresno State Bulldogs,Tim DeRuyter,2012,Dave Schramm,Nick Toth,2012 Fresno State Bulldogs football team,1345497282
2012,Georgia Bulldogs,Mark Richt,2001,Mike Bobo,Todd Grantham,2012 Georgia Bulldogs football team,1337686960
2012,Georgia Tech Yellow Jackets,Paul Johnson,2008,,Al Groh / Charles Kelly,2012 Georgia Tech Yellow Jackets football team,1360665061
2012,Hawai'i Rainbow Warriors,Norm Chow,2012,Tommy Lee,Thom Kaumeyer,2012 Hawaii Warriors football team,1338727821
2012,Houston Cougars,Tony Levine,2012,Mike Nesbitt / Travis Bush,Jamie Bryant,2012 Houston Cougars football team,1360237117
2012,Illinois Fighting Illini,Tim Beckman,2012,Billy Gonzales / Chris Beatty,Tim Banks,2012 Illinois Fighting Illini football team,1339790517
2012,Indiana Hoosiers,Kevin Wilson,2011,Kevin Johns / Seth Littrell,Mike Ekeler / Doug Mallory,2012 Indiana Hoosiers football team,1338061349
2012,Iowa Hawkeyes,Kirk Ferentz,1999,Greg Davis,Phil Parker,2012 Iowa Hawkeyes football team,1361966637
2012,Iowa State Cyclones,Paul Rhoads,2009,Courtney Messingham,Wally Burnham,2012 Iowa State Cyclones football team,1339455409
2012,Kansas Jayhawks,Charlie Weis,2012,,Dave Campo,2012 Kansas Jayhawks football team,1349692748
2012,Kansas State Wildcats,Bill Snyder,1992,Dana Dimel / Del Miller,Tom Hayes,2012 Kansas State Wildcats football team,1353151875
2012,Kent State Golden Flashes,Darrell Hazell,2011,Brian Rock,Jon Heacock,2012 Kent State Golden Flashes football team,1339289366
2012,Kentucky Wildcats,Joker Phillips,2010,Randy Sanders,Rick Minter,2012 Kentucky Wildcats football team,1338011831
2012,LSU Tigers,Les Miles,2005,Greg Studrawa,John Chavis,2012 LSU Tigers football team,1366999939
2012,Louisiana Ragin' Cajuns,Mark Hudspeth,2011,Jay Johnson,Greg Stewart,2012 Louisiana–Lafayette Ragin' Cajuns football team,1339790627
2012,Louisiana Tech Bulldogs,Sonny Dykes,2010,Tony Franklin,Tommy Spangler,2012 Louisiana Tech Bulldogs football team,1371053425
2012,Louisville Cardinals,Charlie Strong,2010,Shawn Watson,Vance Bedford,2012 Louisville Cardinals football team,1371053576
2012,Marshall Thundering Herd,Doc Holliday,2010,Bill Legg / Tony Petersen,Chris Rippon,2012 Marshall Thundering Herd football team,1339280547
2012,Maryland Terrapins,Randy Edsall,2011,Mike Locksley,Brian Stewart,2012 Maryland Terrapins football team,1371057169
2012,Massachusetts Minutemen,Charley Molnar,2012,Mike Kruczek,Phil Elmassian,2012 UMass Minutemen football team,1347811537
2012,Memphis Tigers,Justin Fuente,2012,Darrell Dickey,Barry Odom,2012 Memphis Tigers football team,1339790656
2012,Miami (OH) RedHawks,Don Treadwell,2011,John Klacik,Jay Peterson,2012 Miami RedHawks football team,1339790677
2012,Miami Hurricanes,Al Golden,2011,Jedd Fisch,Mark D'Onofrio,2012 Miami Hurricanes football team,1369772205
2012,Michigan State Spartans,Mark Dantonio,2007,Dan Roushar,Pat Narduzzi,2012 Michigan State Spartans football team,1371062266
2012,Michigan Wolverines,Brady Hoke,2011,Al Borges,Greg Mattison,2012 Michigan Wolverines football team,1371062561
2012,Middle Tennessee Blue Raiders,Rick Stockstill,2006,Buster Faulkner,Steve Ellis / Tyrone Nix,2012 Middle Tennessee Blue Raiders football team,1369082804
2012,Minnesota Golden Gophers,Jerry Kill,2011,Matt Limegrover,Tracy Claeys,2012 Minnesota Golden Gophers football team,1347814837
2012,Mississippi State Bulldogs,Dan Mullen,2009,Les Koenning,Chris Wilson / Geoff Collins,2012 Mississippi State Bulldogs football team,1337604845
2012,Missouri Tigers,Gary Pinkel,2001,David Yost,Dave Steckel,2012 Missouri Tigers football team,1371065022
2012,NC State Wolfpack,Tom O'Brien,2007,Dana Bible,Mike Archer,2012 NC State Wolfpack football team,1339790708
2012,Navy Midshipmen,Ken Niumatalolo,2008,Ivin Jasper,Buddy Green,2012 Navy Midshipmen football team,1371074832
2012,Nebraska Cornhuskers,Bo Pelini,2008,Tim Beck,John Papuchis,2012 Nebraska Cornhuskers football team,1370116180
2012,Nevada Wolf Pack,Chris Ault,1985,Nick Rolovich,Mike Bradeson,2012 Nevada Wolf Pack football team,1372717324
2012,New Mexico Lobos,Bob Davie,2012,Bob DeBesse,Jeff Mills,2012 New Mexico Lobos football team,1330387253
2012,New Mexico State Aggies,DeWayne Walker,2009,Jerry McManus,David Elson,2012 New Mexico State Aggies football team,1339790733
2012,North Carolina Tar Heels,Larry Fedora,2012,Blake Anderson,Dan Disch,2012 North Carolina Tar Heels football team,1336647932
2012,North Texas Mean Green,Dan McCarney,2011,Mike Canales,John Skladany,2012 North Texas Mean Green football team,1339790766
2012,Northern Illinois Huskies,Dave Doeren,2011,Mike Dunbar / Rod Carey,Jay Niemann / Ryan Nielsen,2012 Northern Illinois Huskies football team,1339451208
2012,Northwestern Wildcats,Pat Fitzgerald,2006,Mick McCall,Mike Hankwitz,2012 Northwestern Wildcats football team,1339790798
2012,Notre Dame Fighting Irish,Brian Kelly,2010,Chuck Martin,Bob Diaco / Kerry Cooks,2012 Notre Dame Fighting Irish football team,1374514349
2012,Ohio Bobcats,Frank Solich,2005,Tim Albin / Gerry Gdowski,Jim Burrow,2012 Ohio Bobcats football team,1339790810
2012,Ohio State Buckeyes,Urban Meyer,2012,Tom Herman / Ed Warinner,Luke Fickell / Everett Withers,2012 Ohio State Buckeyes football team,1371093365
2012,Oklahoma Sooners,Bob Stoops,1999,Josh Heupel / Jay Norvell,Mike Stoops,2012 Oklahoma Sooners football team,1338162834
2012,Oklahoma State Cowboys,Mike Gundy,2005,Todd Monken,Bill Young / Glenn Spencer,2012 Oklahoma State Cowboys football team,1373675116
2012,Ole Miss Rebels,Hugh Freeze,2012,Matt Luke / Dan Werner,Dave Wommack / Wesley McGriff,2012 Ole Miss Rebels football team,1332816088
2012,Oregon Ducks,Chip Kelly,2009,Mark Helfrich,Nick Aliotti,2012 Oregon Ducks football team,1365737016
2012,Oregon State Beavers,Mike Riley,2001,Danny Langsdorf,Mark Banker,2012 Oregon State Beavers football team,1347250821
2012,Penn State Nittany Lions,Bill O'Brien,2012,,Ted Roof,2012 Penn State Nittany Lions football team,1371102137
2012,Pittsburgh Panthers,Paul Chryst,2012,Joe Rudolph,Dave Huxtable,2012 Pittsburgh Panthers football team,1339291236
2012,Purdue Boilermakers,Danny Hope,2009,Gary Nord,Tim Tibesar,2012 Purdue Boilermakers football team,1371540731
2012,Rice Owls,David Bailiff,2007,John Reagan,Chris Thurmond,2012 Rice Owls football team,1339790843
2012,Rutgers Scarlet Knights,Kyle Flood,2012,Dave Brock,Robb Smith,2012 Rutgers Scarlet Knights football team,1374605408
2012,SMU Mustangs,June Jones,2008,Jason Phillips,Tom Mason,2012 SMU Mustangs football team,1339378944
2012,San Diego State Aztecs,Rocky Long,2011,Andy Ludwig,,2012 San Diego State Aztecs football team,1339548241
2012,San José State Spartans,Mike MacIntyre,2010,Brian Lindgren,Kent Baer,2012 San Jose State Spartans football team,1371132558
2012,South Alabama Jaguars,Joey Jones,2009,Robert Matthews,Bill Clark,2012 South Alabama Jaguars football team,1339790920
2012,South Carolina Gamecocks,Steve Spurrier,2005,Steve Spurrier Jr. / Shawn Elliott,Lorenzo Ward,2012 South Carolina Gamecocks football team,1371141343
2012,South Florida Bulls,Skip Holtz,2010,Todd Fitch,Chris Cosh,2012 South Florida Bulls football team,1339790963
2012,Southern Miss Golden Eagles,Ellis Johnson,2012,Steve Buckley,Tommy West,2012 Southern Miss Golden Eagles football team,1348079079
2012,Stanford Cardinal,David Shaw,2011,Pep Hamilton,Derek Mason,2012 Stanford Cardinal football team,1366426570
2012,Syracuse Orange,Doug Marrone,2009,Nathaniel Hackett,Scott Shafer,2012 Syracuse Orange football team,1336460943
2012,TCU Horned Frogs,Gary Patterson,2001,Jarrett Anderson / Rusty Burns,Dick Bumpas,2012 TCU Horned Frogs football team,1339456239
2012,Temple Owls,Steve Addazio,2011,Ryan Day,Chuck Heater,2012 Temple Owls football team,1339791064
2012,Tennessee Volunteers,Derek Dooley,2010,Jim Chaney,Sal Sunseri,2012 Tennessee Volunteers football team,1374155350
2012,Texas A&M Aggies,Kevin Sumlin,2012,Kliff Kingsbury,Mark Snyder / Marcel Yates,2012 Texas A&M Aggies football team,1374155412
2012,Texas Longhorns,Mack Brown,1998,Major Applewhite / Bryan Harsin,Manny Diaz,2012 Texas Longhorns football team,1367279190
2012,Texas State Bobcats,Dennis Franchione,2009,Mike Schultz / Jeff Conway,Craig Naivar,2012 Texas State Bobcats football team,1364974922
2012,Texas Tech Red Raiders,Tommy Tuberville,2010,Neal Brown,Art Kaufman,2012 Texas Tech Red Raiders football team,1371159474
2012,Toledo Rockets,Matt Campbell,2012,,Tom Matukewicz,2012 Toledo Rockets football team,1339791121
2012,Troy Trojans,Larry Blakeney,1991,Kenny Edenfield,Jeremy Rowell,2012 Troy Trojans football team,1339791135
2012,Tulane Green Wave,Curtis Johnson,2012,Eric Price,Jon Sumrall / Lionel Washington,2012 Tulane Green Wave football team,1371169753
2012,Tulsa Golden Hurricane,Bill Blankenship,2011,Greg Peterson,Brent Guy,2012 Tulsa Golden Hurricane football team,1339791151
2012,UAB Blazers,Garrick McGee,2012,Jeff Brohm,Reggie Johnson,2012 UAB Blazers football team,1339791160
2012,UCF Knights,George O'Leary,2004,Charlie Taaffe,Jim Fleming,2012 UCF Knights football team,1368548515
2012,UCLA Bruins,Jim L. Mora,2012,Noel Mazzone,Lou Spanos,2012 UCLA Bruins football team,1369056087
2012,UConn Huskies,Paul Pasqualoni,2011,George DeLeone,Don Brown,2012 Connecticut Huskies football team,1339790327
2012,UL Monroe Warhawks,Todd Berry,2010,Steve Farmer,Troy Reffett,2012 Louisiana–Monroe Warhawks football team,1339790635
2012,UNLV Rebels,Bobby Hauck,2010,Brent Myers,J. D. Williams,2012 UNLV Rebels football team,1339791219
2012,USC Trojans,Lane Kiffin,2010,Kennedy Polamalu,Ed Orgeron,2012 USC Trojans football team,1371174489
2012,UTEP Miners,Mike Price,2004,Aaron Price,Andre Patterson,2012 UTEP Miners football team,1339791227
2012,UTSA Roadrunners,Larry Coker,2011,Kevin Brown,Neal Neathery,2012 UTSA Roadrunners football team,1339791239
2012,Utah State Aggies,Gary Andersen,2009,Matt Wells,Dave Aranda,2012 Utah State Aggies football team,1339791263
2012,Utah Utes,Kyle Whittingham,2005,Brian Johnson,Kalani Sitake,2012 Utah Utes football team,1371223673
2012,Vanderbilt Commodores,James Franklin,2011,John Donovan,Bob Shoop / Brent Pry,2012 Vanderbilt Commodores football team,1339791289
2012,Virginia Cavaliers,Mike London,2010,Bill Lazor,Jim Reid,2012 Virginia Cavaliers football team,1339791314
2012,Virginia Tech Hokies,Frank Beamer,1987,Bryan Stinespring,Bud Foster,2012 Virginia Tech Hokies football team,1339791324
2012,Wake Forest Demon Deacons,Jim Grobe,2001,Steed Lobotzke,Brian Knorr,2012 Wake Forest Demon Deacons football team,1336289387
